# Извлечено 2026-08-09 из IAEA Live Chart of Nuclides (nds.iaea.org/relnsd/v1/data?fields=gammas), схема уровней ВНЕ распада (ADOPTED LEVELS ENSDF), не decay_rads.
# Роль — ПЕРЕКРЁСТНАЯ ПРОВЕРКА к data/conversion_coeff_sum_peak_levels.csv, не замена: полнота tot_conv_coeff ниже (см. докстринг tools/fetch_adopted_gammas.py). Сверка — tools/check_cc_cross_source.py.
nuclide,E_keV,level,start_jp,end_jp,relative_intensity,multipolarity,mixing_ratio,tot_conv_coeff,tce_unc,source
Th232,376.3,1858.5->1482.2,16+,14+,100,E2,,0.089,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,390.6,3204->2813,21-,19-,100,E2,,0.0808,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,391.3,1105.7->714.42,3-,1-,5,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,395.3,1222.1->826.8,(8+),10+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,403.9,2262.4->1858.5,18+,16+,100,E2,,0.0739,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,407.3,1121.68->714.42,2+,1-,37,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,408.2,1182.6->774.15,3-,2+,,E1,,0.0192,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,412.6,3616->3204,23-,21-,100,E2,,0.0699,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,422.7,1249.6->826.8,9-,10+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,428.9,2691->2262.4,20+,18+,100,E2,,0.0633,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,433.8,4050->3616,25-,23-,100,E2,,0.0615,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,434.3,1208.8->774.43,(5-),3-,3.4,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,452.7,3144->2691,22+,20+,100,E2,,0.0552,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,456.0,4506->4050,27-,25-,100,E2,,0.0543,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,466.7,1023.3->556.9,6+,8+,2,E2,,0.0512,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,476.0,3620->3144,24+,22+,100,E2,,0.0488,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,486.0,1042.9->556.9,7-,8+,65,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,492.3,1050.9->556.9,6+,8+,,E2,,0.045,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,497.0,4117->3620,26+,24+,100,E2,,0.044,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,516.0,4633->4117,(28+),26+,100,(E2),,0.0401,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,523.8,1484.9->960.24,(5+),(5+),,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,524.0,1413.8->890.1,4+,4+,,M1+E2,1.4,0.092,0.0000092,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,530.3,1489.4->960.24,(1 2+),(5+),,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,530.5,5164->4633,(30+),(28+),100,(E2),,0.0376,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,539.9,873->333.26,4+,6+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,550.0,1573.7->1023.3,(6+),6+,32,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,550.4,883.8->333.26,5-,6+,,(E1),,0.0105,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,558.1,890.1->333.26,4+,6+,5,E2,,0.0335,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,582.6,1466.4->883.8,4+,5-,87,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,584.2,1413.8->829.6,4+,(3+),29,M1+E2,5,0.09,0.06,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,612.0,774.15->162.12,2+,4+,43,[E2],,0.0273,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,612.3,774.43->162.12,3-,4+,100,(E1),,0.0085,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,612.7,1387.1->774.43,2+,3-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,614.0,1573.7->960.24,(6+),(5+),100,M1+E2,6,0.08,0.05,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,623.1,785.25->162.12,2+,4+,0.8,(E2),,0.0262,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,627.2,960.24->333.26,(5+),6+,52,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,628.5,1413.8->785.25,4+,2+,100,E2,,0.0257,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,637.0,1783->1146.3,(8)+,(7+),100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,637.8,1352.2->714.42,,1-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,656.7,1387.1->730.6,2+,0+,,E2,,0.0234,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,665.0,714.42->49.369,1-,2+,100,(E1),,0.00729,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,667.5,829.6->162.12,(3+),4+,25,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,672.6,1387.1->714.42,2+,1-,55,E1,,0.00713,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,681.0,1553.8->873,2+,4+,,E2,,0.0217,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,681.1,730.6->49.369,0+,2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,683.0,1573.7->890.1,(6+),4+,37,(E2),,0.0216,0.000000216,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,690.0,1023.3->333.26,6+,6+,30,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,691.9,1466.4->774.43,4+,3-,34,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,702.6,1477->774.15,2+,2+,,M1+E2,2,0.034,0.008,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,710.0,1042.9->333.26,7-,6+,0.6,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,714.4,714.42->0,1-,0+,16,(E1),,0.00637,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,717.7,1050.9->333.26,6+,6+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,722.0,883.8->162.12,5-,4+,,(E1),,0.00625,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,724.7,774.15->49.369,2+,2+,1.8,E0+E2,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,724.7,774.43->49.369,3-,2+,9,(E1),,0.0062,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,728.0,890.1->162.12,4+,4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,730.4,730.6->0,0+,0+,,E0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,735.9,785.25->49.369,2+,2+,100,E2+M1,23,0.0186,0.0003,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,760.0,1783->1023.3,(8)+,6+,59,E2,,0.0173,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,768.5,1553.8->785.25,2+,2+,,M1+E2,6,0.0184,0.000000184,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,774.1,774.15->0,2+,0+,100,E2,,0.0167,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,779.6,1553.8->774.15,2+,2+,,M1+E2,2.5,0.024,0.004,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,780.2,829.6->49.369,(3+),2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,785.3,785.25->0,2+,0+,56,E2,,0.0162,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,797.9,960.24->162.12,(5+),4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,812.7,1146.3->333.26,(7+),6+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,815.0,1148.3->333.26,(4+),6+,47,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,823.5,1553.8->730.6,2+,0+,,E2,,0.0147,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,823.6,873->49.369,4+,2+,,E2,,0.0147,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,839.4,1553.8->714.42,2+,1-,,E1,,0.00474,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,840.5,890.1->49.369,4+,2+,18,E2,,0.0141,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,861.2,1023.3->162.12,6+,4+,100,E2,,0.0135,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,875.6,1208.8->333.26,(5-),6+,1.9,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,884.8,1218.1->333.26,,6+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,888.4,1050.9->162.12,6+,4+,25,E2,,0.0127,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,888.8,1222.1->333.26,(8+),6+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,891.9,1053.9->162.12,(2+),4+,,(E2),,0.0126,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,912.5,1469.3->556.9,(10+),8+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,932.3,1094.4->162.12,(2)+,4+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,943.5,1105.7->162.12,3-,4+,100,E1,,0.00384,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,959.3,1121.68->162.12,2+,4+,100,E2,,0.0109,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,959.7,1293->333.26,(5-),6+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,981.2,1143.3->162.12,(4-),4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,986.3,1148.3->162.12,(4+),4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1004.6,1053.9->49.369,(2+),2+,,(M1+E2),2.6,0.0133,0.0011,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1020.5,1182.6->162.12,3-,4+,,E1,,0.00335,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1023.0,1072.4->49.369,(2+),2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1028.5,1077.9->49.369,(1-),2+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1029.2,1078.6->49.369,(0+),2+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1045.0,1094.4->49.369,(2)+,2+,,M1+E2,-3.7,0.011,0.02,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1046.7,1208.8->162.12,(5-),4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1054.0,1053.9->0,(2+),0+,,(E2),,0.0091,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1056.4,1105.7->49.369,3-,2+,,E1,,0.00315,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1072.6,1121.68->49.369,2+,2+,,M1+E2,1.45,0.0156,0.0011,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1078.0,1077.9->0,(1-),0+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1122.0,1121.68->0,2+,0+,,E2,,0.00812,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1133.2,1182.6->49.369,3-,2+,,E1,,0.00279,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1133.5,1466.4->333.26,4+,6+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1150.9,1484.9->333.26,(5+),6+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1165.1,1327.4->162.12,2+,4+,,E2,,0.00757,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1225.1,1387.1->162.12,2+,4+,64,E2,,0.00689,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1277.8,1327.4->49.369,2+,2+,,(M1+E2),,0.013,0.007,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1303.2,1303.2->0,,0+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1304.3,1466.4->162.12,4+,4+,85,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1322.3,1322.3->0,2+,0+,100,E2,,0.00598,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1322.8,1484.9->162.12,(5+),4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1327.7,1327.4->0,2+,0+,,E2,,0.00594,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1337.8,1387.1->49.369,2+,2+,40,M1+E2,-1.5,0.0092,0.0021,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1387.2,1387.1->0,2+,0+,21,E2,,0.00548,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1391.9,1553.8->162.12,2+,4+,,E2,,0.00544,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1400.9,1450.3->49.369,,2+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1417.0,1578.5->162.12,(2+),4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1427.6,1477->49.369,2+,2+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1430.7,1480.1->49.369,,2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1440.0,1489.4->49.369,(1 2+),2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1447.0,1609.1->162.12,,4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1470.4,1519.8->49.369,,2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1477.0,1477->0,2+,0+,,E2,,0.00488,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1485.5,1647.6->162.12,,4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1489.3,1489.4->0,(1 2+),0+,89,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1504.6,1553.8->49.369,2+,2+,,M1+E2,-2.7,0.004,0.006,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1523.8,1573->49.369,(1 2+),2+,45,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1527.4,1578.5->49.369,(2+),2+,86,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1554.0,1553.8->0,2+,0+,,E2,,0.00354,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1561.4,1561.4->0,(1 2+),0+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1568.6,1618->49.369,,2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1572.8,1573->0,(1 2+),0+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1578.3,1578.5->0,(2+),0+,92,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1641.5,1690.9->49.369,,2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1679.1,1727.6->49.369,,2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1727.3,1727.6->0,,0+,61,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1738.1,1738.1->0,(1 2+),0+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,1994.0,2043.2->49.369,1+,2+,53,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,2043.0,2043.2->0,1+,0+,100,M1,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,2199.0,2248.2->49.369,1+,2+,42,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,2225.0,2274->49.369,1+,2+,62,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,2247.0,2296->49.369,1+,2+,69,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,2248.0,2248.2->0,1+,0+,100,M1,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,2274.0,2274->0,1+,0+,100,M1,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,2296.0,2296->0,1+,0+,100,M1,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Tl208,39.858,39.858->0,4+,5+,100,M1,,24.4,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=M. J. MARTIN"
Tl208,43.0,803->760,,,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=M. J. MARTIN"
Tl208,142.0,760->617,,,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=M. J. MARTIN"
Tl208,143.6,617->473.4,,(4+),,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=M. J. MARTIN"
Tl208,164.0,492.84->328.04,(3)+,5+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=M. J. MARTIN"
Tl208,266.9,760->492.84,,(3)+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=M. J. MARTIN"
